title;paperId;doi;authors;publisher;topics;fields_of_study;year
Automating decontamination of N95 masks for frontline workers in COVID-19 pandemic: poster abstract.;cee3ce3ce9ae64664b132a7e81dd10a92324b446;10.1145/3384419.3430613;Yan Long,A. Curtiss,Sara Rampazzi,Josiah D. Hester,Kevin Fu;SenSys ;;Computer Science;2020
BluBLE, space-time social distancing to monitor the spread of COVID-19: poster abstract.;8e8c0fb56dd652a823d1512527df3dfaf5ad7c27;10.1145/3384419.3430601;Aditya Arun,Agrim Gupta,Shivani Bhatka,Saikiran Komatineni,Dinesh Bharadia;SenSys ;;Computer Science;2020
Contact analysis on COVID-19 using a campus network: poster abstract.;0720659435f4e27f670e37b734237f7860950f85;10.1145/3384419.3430612;Kenichi Yoshida,Akira Sato,Shuji Sannomiya;SenSys ;;Computer Science;2020
COVID-19 tracer: passive close-contacts searching through wi-fi probes: poster abstract.;4e375e20d9d05e8864c2fddb3addb17d89eb753f;10.1145/3384419.3430604;Yuqing Yin,Peihao Li,Xu Yang,Faren Yan,Q. Niu,Pengpeng Chen;SenSys ;;Computer Science;2020
Development of the portal site of COVID-19 data in Japan: poster abstract.;96cfea5cec89ab4d254a32c7b0235ab61947b09e;10.1145/3384419.3430611;J. Onami,Koji Sakaguchi,Masanori Arita,K. Yamaji;SenSys ;;Computer Science;2020
DigitalPPE: low cost wearable that acts as a social distancingreminder and contact tracer: poster abstract.;4ded6e233ba39b8e61ab5bebbe9c3031f71b7749;10.1145/3384419.3430600;Kieran Woodward,E. Kanjo,Dario Ortega Anderez,Amna Anwar,Thomas Johnson,J. Hunt;SenSys ;;Computer Science;2020
Dual-radio discovery and ranging for infrastructure-less social distancing with Janus: poster abstract.;a0f4143569f0facc9b433f0d4efbc0defb9fb019;10.1145/3384419.3430614;T. Istomin,E. Leoni,D. Molteni,A. Murphy,G. Picco;SenSys ;;Computer Science;2020
Evaluation of distance learning on concentration and relax by EEG and HRV: poster abstract.;d2b301f2f509c810f65f2a1cbc2ab1c9a69a0a58;10.1145/3384419.3430602;Yuri Nakagawa,Peeraya Sripian,Midori Sugaya;SenSys ;;Computer Science;2020
How blockchain helps to combat trust crisis in COVID-19 pandemic?: poster abstract.;17925edf7def657c7ec43516e666c223e0bc0af5;10.1145/3384419.3430605;Amal Abid,S. Cheikhrouhou,Slim Kallel,M. Jmaiel;SenSys ;;Computer Science;2020
How much does human mobility behavior affect the COVID-19 infection spread?: poster abstract.;831eb3089d5863cc6ee945eff3c6290f3ddfb2aa;10.1145/3384419.3430593;Shogo Isoda,S. Kawanaka,Yuki Matsuda,H. Suwa,K. Yasumoto;SenSys ;;Computer Science;2020
Identifying human contact points on environmental surfaces using heat traces to support disinfect activities: poster abstract.;ee7ff475df72032ce89f623ec5ebda26b3dececa;10.1145/3384419.3430597;Y. Kishino,Yoshinari Shirai,Y. Yanagisawa,Kazuya Ohara,Shin Mizutani,Takayuki Suyama;SenSys ;;Computer Science;2020
Mitigating denial-of-service attacks on digital contact tracing: poster abstract.;a3e4b7d33bf1c3eaa298e98a26a9cbf9cf368480;10.1145/3384419.3430599;Bo-Rong Chen,Yih-Chun Hu;SenSys ;;Computer Science;2020
Physical distance monitoring system for COVID-19 using raspberry Pi and a monocular camera: poster abstract.;8722a60f2f53f0dc3dda6f5eeaf1d6abfbbef8ac;10.1145/3384419.3430591;Yuriko Tachibana,N. Segawa;SenSys ;;Computer Science;2020
Poirot: private contact summary aggregation: poster abstract.;5e1fb5d99d6555e8236744709942acc6ec9942d0;10.1145/3384419.3430603;Yanping Zhang,Chenghong Wang,David Pujol,Johes Bater,Matthew Lentz,Ashwin Machanavajjhala,Kartik Nayak,L. Vasudevan,Jun Yang;SenSys ;;Computer Science;2020
Privacy-preserving contact tracing using homomorphic encryption: poster abstract.;290aad02dd9c77004e0bcb97fe3a55b5150e2dc7;10.1145/3384419.3430596;Hyunjun Kim,Jeonggil Ko;SenSys ;;Computer Science;2020
Proactive privacy-preserving proximity prevention through bluetooth transceivers: poster abstract.;82ed7f6c4770df9c20115ffa76ca7494e060b044;10.1145/3384419.3430608;Kavit Patel,Kyle Massa,N. Raghunathan,Heng Zhang,Ananth V. Iyer,S. Bagchi;SenSys ;;Computer Science;2020
SelfGuard: semi-automated activity tracking for enhancing self-protection against the COVID-19 pandemic: poster abstract.;8bce74a5a8119b7d995456c0072d80556eb9bd5a;10.1145/3384419.3430592;Yuuki Nishiyama,Takuro Yonezawa,K. Sezaki;SenSys ;;Computer Science;2020
Simulating COVID-19 containment measures using the South Korean patient data: poster abstract.;b0d0ae68576a7cbff5b73b315f4f6ec0ad84ea06;10.1145/3384419.3430610;Lishan Yang,Anna Schmedding,Riccardo Pinciroli,E. Smirni;SenSys ;;Computer Science;2020
Structure of psychological stress during the COVID-19 pandemic and effects of essential oil odor exposure: poster abstract.;7e8d52a3c4876affaaa29ac1288e2c2f8476afbb;10.1145/3384419.3430607;T. Takezawa,Kenji Katahira,Yuna Kanki,Masashi Sugimoto,Kazuo Shibuta,N. Nagata,Masayoshi Chiba,Kazuki Hamaoka,Megumi Fukatsu,Satoshi Kataoka;SenSys ;;Computer Science;2020
The CORONA business in modern cities: poster abstract.;369e63b0f05b619e269c6f5c9a934fe5d5c78cd2;10.1145/3384419.3430606;Piergiorgio Vitello,Andrea Capponi,Pol Klopp,R. Connors,F. Viti,Claudio Fiandrino;SenSys ;;Computer Science;2020
Towards ICT based mobility support system with in the COVID-19 era: poster abstract.;9b35098ff58dc0a1c5a3f231d6f25382c33a6f3d;10.1145/3384419.3430609;S. Takano,Maiya Hori,Y. Arakawa,R. Taniguchi;SenSys ;;Computer Science;2020
VenueTrace: a privacy-by-design COVID-19 digital contact tracing solution: poster abstract.;badb54bde08acb16c20b90e700348f8fa0eefcc8;10.1145/3384419.3430615;Ruoxi Sun,Wei Wang,Minhui Xue,Gareth Tyson,D. Ranasinghe;SenSys ;;Computer Science;2020
WiFiMon: a mobility analytics platform for building occupancy monitoring and contact tracing using wifi sensing: poster abstract.;c2b530d2ea5390fac852e368fbae8423d8a1f960;10.1145/3384419.3430598;E. Cecchet,Amrita Acharya,Tergel Molom-Ochir,Amee Trivedi,P. Shenoy;SenSys ;;Computer Science;2020
A robust discrete event method for the design of cyber-physical systems: PhD forum abstract.;44878ed14813e89b464a46776438d8fa758f5354;10.1145/3384419.3430567;Joseph Boi-Ukeme;SenSys ;;Computer Science;2020
Adversarial attacks on malware detection models for smartphones using reinforcement learning: PhD forum abstract.;703132ff0e882cb18f8b7fbad835f564759212e8;10.1145/3384419.3430576;Hemant Rathore;SenSys ;;Computer Science;2020
Distributed machine learning for collaborative mobile robots: PhD forum abstract.;800f6918b34a603b9b419f8d34db76e8591f3786;10.1145/3384419.3430574;Ahmed Imteaj;SenSys ;;Computer Science;2020
Generating location data with generative adversarial networks for sensing applications: PhD forum abstract.;316804dcec47e6152258cfa4a208360f1fef40b9;10.1145/3384419.3430579;Zhiqing Hong;SenSys ;;Computer Science;2020
Improving cyber-physical system performance through actuator-sensor interactions: PhD forum abstract.;d7ec259d78222a00c0ed593c4fd3804813e671ac;10.1145/3384419.3430568;Adeola Bannis;SenSys ;;Computer Science;2020
Inferring finer-grained human information with multi-modal cross-granularity learning: PhD forum abstract.;3b286615bf627180686c982ed3220349a92889bf;10.1145/3384419.3430580;Zhizhang Hu;SenSys ;;Computer Science;2020
Mobile application for caregiver in collecting statistical data of BPSD attack focused on macro activities: PhD forum abstract.;30875edc02caabbaab7a1978f97277e327fb26f7;10.1145/3384419.3430577;Defry Hamdhana;SenSys ;;Computer Science;2020
Multilabel classification in human activity recognition: PhD forum abstract.;28a81c8e35291e87b51210eaedb6a9956cf9be52;10.1145/3384419.3430578;Farina Faiz;SenSys ;;Computer Science;2020
Noise-tolerant and context-aware structural vibration based activity monitoring: PhD forum abstract.;79d2eb02fd0e42c67417a51c49ecefbb8fff3d29;10.1145/3384419.3430571;Amelie Bonde;SenSys ;;Computer Science;2020
Privacy-preserving machine learning for time series data: PhD forum abstract.;665ca5e331ff88c1bf2af8f8b6c691feeffdae07;10.1145/3384419.3430566;Franz Papst;SenSys ;;Computer Science;2020
Requirements analysis for reminder system in daily activity recognition dementia: PhD forum abstract.;ddbf3a3726f440122dc5cd875238d4609b623ebd;10.1145/3384419.3430572;M. Fikry;SenSys ;;Computer Science;2020
Scalable bridge health monitoring using drive-by vehicles: PhD forum abstract.;889952589a73ec693c1995a6d0c4c0100fa9b59b;10.1145/3384419.3430569;Jingxiao Liu;SenSys ;;Computer Science;2020
Scalable mHealth technologies for public health monitoring: PhD forum abstract.;9f0503dc279981d24a60de8df8421fff5449cb39;10.1145/3384419.3430565;Priyanka Mary Mammen;SenSys ;;Computer Science;2020
Towards robust and low-complexity radiometric fingerprint: PhD forum abstract.;9d88505ffe336d93023e176b73a4518e119c3ba7;10.1145/3384419.3430573;Wenqing Yan;SenSys ;;Computer Science;2020
Uncovering opportunities for energy harvesting technologies: PhD forum abstract.;950d53ff9c38f23bcfe804309444cb0a3133fcb6;10.1145/3384419.3430570;Jung Wook Park;SenSys ;;Computer Science;2020
VitaMon: measuring heart rate variability using smartphone front camera.;022274451af1d510a98e2267a40d4cdfd588ed18;10.1145/3356250.3360036;Sinh Huynh,R. Balan,JeongGil Ko,Youngki Lee;SenSys ;;computer science;2019
SenseHAR: a robust virtual activity sensor for smartphones and wearables.;4e85e0cf4e5328443c246ed05466b6691dc28c6e;10.1145/3356250.3360032;J. Jeyakumar,Liangzhen Lai,Naveen Suda,M. Srivastava;SenSys ;;computer science;2019
ALT: towards automating driver license testing using smartphones.;2471783651bbec770ce9aad87cb72bbc76d24e8a;10.1145/3356250.3360037;A. Nambi,Ishit Mehta,Anurag Ghosh,Vijay Lingam,V. Padmanabhan;SenSys ;Smartphone,Sensor,Manual testing,Test automation,Sparse language,Experiment,Simultaneous localization and mapping,Sparse matrix,Emoticon,Central processing unit,Graphics processing unit;Computer Science;2019
HyperSight: boosting distant 3D vision on a single dual-camera smartphone.;f81b3af64716641f16e456de0320ba6fd28bc9a5;10.1145/3356250.3360029;Zifan Liu,Hongzi Zhu,Junchi Chen,Shan Chang,L. Qiu;SenSys ;;computer science;2019
Intermittent asynchronous peripheral operations.;7ebb69c5b8b7c575123754780cf89d3087db8b65;10.1145/3356250.3360033;Adriano Branco,L. Mottola,Muhammad Hamad Alizai,J. H. Siddiqui;SenSys ;Peripheral,Systems design,Provisioning,Computation,Programmer,Throughput,Concurrency (computer science),Software portability,Prototype,Multiversion concurrency control;Computer Science;2019
SkinnyPower: enabling batteryless wearable sensors via intra-body power transfer.;cf98dce31603b063f75cac7d21b224138e98145d;10.1145/3356250.3360034;Rishi Shukla,Neev Kiran,Rui Wang,Jeremy Gummeson,S. Lee;SenSys ;;computer science;2019
Shepherd: a portable testbed for the batteryless IoT.;8b54a8432630287b0c038a8948c2018fcfa34923;10.1145/3356250.3360042;Kai Geissdoerfer,Mikolaj Chwalisz,Marco Zimmerling;SenSys ;Testbed,Tracing (software),Distributed algorithm,Open-source software;Computer Science;2019
Frugal following: power thrifty object detection and tracking for mobile augmented reality.;bd7c11d713fc8e97c486f67641bc604c4c34d3aa;10.1145/3356250.3360044;Kittipat Apicharttrisorn,Xukan Ran,Jiasi Chen,S. Krishnamurthy,A. Roy-Chowdhury;SenSys ;Augmented reality,Object detection,Baseline (configuration management),Odometry,Software framework,Mobile device,Android,Live distributed object,Experiment,Prototype,Sensor,Online and offline,Artificial neural network,Software deployment,Graphics processing unit;Computer Science;2019
MetaSense: few-shot adaptation to untrained conditions in deep mobile sensing.;ea6a81d00e1c6f730ea2f69b6148552a4c0a7f99;10.1145/3356250.3360020;Taesik Gong,Yeonsu Kim,Jinwoo Shin,Sung-ju Lee;SenSys ;;computer science;2019
Moving target defense for embedded deep visual sensing against adversarial examples.;22c5518bf168bf5a3384b5555e53a117e52b7eeb;10.1145/3356250.3360025;Qun Song,Zhenyu Yan,Rui Tan;SenSys ;Embedded system,Early stopping,Deep learning,Adversary (cryptography),System deployment,Kerckhoffs's principle,Software deployment,MTD-f,Graphics processing unit;Computer Science;2019
Neuro.ZERO: a zero-energy neural network accelerator for embedded sensing and inference systems.;493667f476e3d6da06e82844207a9dbc1cd90d40;10.1145/3356250.3360030;Seulki Lee,S. Nirjon;SenSys ;Microcontroller,Artificial neural network,Fixed-point arithmetic,Embedded system,Coprocessor,Low-power broadcasting,Algorithm,Programming paradigm,Speedup;Computer Science;2019
DeepAPP: a deep reinforcement learning framework for mobile application usage prediction.;36eab36b7cb280e0baa1f513cfe4af45d1bc2c7b;10.1145/3356250.3360038;Zhihao Shen,Kangle. Yang,Wan Du,Xi Zhao,Jianhua Zou;SenSys ;;computer science;2019
LuxLink: creating a wireless link from ambient light.;d46164d30b7adaef92bd044f4450228388aa7f9e;10.1145/3356250.3360021;Rens Bloom,Marco Zúñiga Zamalloa,C. Pai;SenSys ;;computer science;2019
LTE2B: time-domain cross-technology emulation under LTE constraints.;1ebfca59b5260f77cfa7f97626e59a22c2900e89;10.1145/3356250.3360022;Ruofeng Liu,Zhimeng Yin,Wenchao Jiang,T. He;SenSys ;;computer science;2019
FTrack: parallel decoding for LoRa transmissions.;a3e54902d019da252de57c29c73f22e426028a00;10.1145/3356250.3360024;Xianjin Xia,Yuanqing Zheng,Tao Gu;SenSys ;;computer science;2019
Parallel inclusive communication for connecting heterogeneous IoT devices at the edge.;86dd7654c54a0dea65cc616c37f587eb12fc4491;10.1145/3356250.3360046;Zicheng Chi,Yan Li,Xin Liu,Yao Yao,Yanchao Zhang,Ting Zhu;SenSys ;Internet of things,Bluetooth,Systems architecture,Modulation,Coexist (image),Throughput,Network packet,FITS,Interference (communication),SFIAPlus;Computer Science;2019
WISDOM: watering intelligently at scale with distributed optimization and modeling.;30b427ffe8659bd36fe2e6e8efd5762df51fbc17;10.1145/3356250.3360023;Daniel A. Winkler,A. Cerpa;SenSys ;;computer science;2019
Caesar: cross-camera complex activity recognition.;4a457b703d51d7d6fffe1ce24bf8405d24ad23b0;10.1145/3356250.3360041;Xiaochen Liu,Pradipta Ghosh,Oytun Ulutan,B. S. Manjunath,Kevin Chan,R. Govindan;SenSys ;Caesar,Activity recognition,Vocabulary,Precision and recall,Artificial neural network,Edge computing,Machine vision,Real-time computing,Graph (discrete mathematics),Logic programming,Requirement,Sensitivity and specificity,End-to-end principle,On-board data handling,Real-time clock,File spanning,Graphics processing unit;Computer Science;2019
SmrtFridge: IoT-based, user interaction-driven food item & quantity sensing.;f4f915c8f418052ba6264041bdfe66a1ea639b2c;10.1145/3356250.3360028;Amit Sharma,Archan Misra,Vengateswaran Subramaniam,Youngki Lee;SenSys ;;computer science;2019
WideSee: towards wide-area contactless wireless sensing.;e9cfc5ccc45bdb99ad5415575fd7bd592b1b8dcd;10.1145/3356250.3360031;Lili Chen,Jie Xiong,Xiaojiang Chen,S. Lee,Kai Chen,Dianhe Han,Dingyi Fang,Zhanyong Tang,Zheng Wang;SenSys ;;computer science;2019
A closer look at quality-aware runtime assessment of sensing models in multi-device environments.;707824dd3d3e98c87bf20ea2407578861488584c;10.1145/3356250.3360043;Chulhong Min,Alessandro Montanari,Akhil Mathur,F. Kawsar;SenSys ;Smartwatch,Artificial neural network,Smartphone,Heuristic,Run time (program lifecycle phase),Sampling (signal processing),Active learning (machine learning),Link quality analysis,Headphones;Computer Science;2019
HandSense: capacitive coupling-based dynamic, micro finger gesture recognition.;a0b8dddc0169289adc1457d5ed0d9db32e5e62a4;10.1145/3356250.3360040;Viet Nguyen,Siddharth Rupavatharam,Luyang Liu,R. Howard,M. Gruteser;SenSys ;;computer science;2019
RFID based real-time recognition of ongoing gesture with adversarial learning.;89deb22677466056dd3e9014f1128a3a9d862941;10.1145/3356250.3360045;Yinggang Yu,Dong Wang,Run Zhao,Qian Zhang;SenSys ;Gesture recognition,Radio-frequency identification,RSS,Activity recognition,Deep learning,High- and low-level,Long short-term memory,Convolutional neural network,Privacy,Real-time clock,Software deployment,Real-time locating system;Computer Science;2019
U-Verse: a miniaturized platform for end-to-end closed-loop implantable internet of medical things systems.;0b2cd8cc105ebfbe8a6a42f1c40e08e933d1ad8f;10.1145/3356250.3360026;R. Guida,Neil Dave,Francesco Restuccia,Emrecan Demirors,T. Melodia;SenSys ;Verse protocol,Printed circuit board,Beamforming,Computation,Transducer,Experiment,Rechargeable battery,Radio frequency,USC Interactive Media & Games Division,Neurostimulation,End-to-end principle,Mathematical model,Duty cycle,Denial-of-service attack,Backscatter (email),Functional electrical stimulation,Microprocessor development board,Image sensor,Requirement,Low-power broadcasting,Rectifier,Autonomous robot,Printing,Set packing,Watts Humphrey,Ultra-wideband,GNU nano,Real-time locating system,Real-time transcription,RF modulator,Artificial cardiac pacemaker,Internet;Computer Science;2019
FerroTag: a paper-based mmWave-scannable tagging infrastructure.;13043aaf5ed0ed4b0f65f243a9f88f11ded597d6;10.1145/3356250.3360019;Zhengxiong Li,Baicheng Chen,Zhuolin Yang,Huining Li,Chenhan Xu,Xingyu Chen,Kun Wang,Wenyao Xu;SenSys ;Evernote,Barcode,Inventory,Radio-frequency identification,Line-of-sight (missile),Software framework,Ident protocol,Radio frequency,Response time (technology),Next-generation network,End-to-end principle,Experiment,Design pattern,Sensor,Printing,Printer (computing),Align (company),Job stream,Interference (communication);Computer Science;2019
Tagtag: material sensing with commodity RFID.;783eaaa2bdf1770bcdfadee40e33aca2057d83fe;10.1145/3356250.3360027;Binbin Xie,Jie Xiong,Xiaojiang Chen,Eugene Chai,Liyao Li,Zhanyong Tang,Dingyi Fang;SenSys ;;computer science;2019
FaHo: deep learning enhanced holographic localization for RFID tags.;b9db3b9391186c212f5631b9ea1a26b5dae15b65;10.1145/3356250.3360035;Huatao Xu,Dong Wang,Run Zhao,Qian Zhang;SenSys ;;computer science;2019
KinPhy: a kinetic in-band channel for millimetre-wave networks.;acb4e619a826a400a631d0cb2c21d56357821d9e;10.1145/3356250.3360039;Mohammed Alloulah,Zoran Radivojević,R. Mayrhofer,Howard Huang;SenSys ;;computer science;2019
Acoustic anomaly detection system: demo abstract.;d0e171a2d3d287e8342c6271e3b281829393fc3c;10.1145/3356250.3361963;Jae-wook Ahn,Keith Grueneberg,Bongjun Ko,Wei-Han Lee,Eduardo Morales,Shiqiang Wang,Xiping Wang,David Wood;SenSys ;Anomaly detection,Acoustic cryptanalysis,Server (computing),Machine learning,User interface,Workbench,Sensor,Real-time locating system;Computer Science;2019
Adaptive AR visual output security using reinforcement learning trained policies: demo abstract.;3a717726aa0aa008d4f29f2e7e3a133d8c8d0210;10.1145/3356250.3361935;J. DeChicchis,Surin Ahn,M. Gorlatova;SenSys ;Reinforcement learning,Augmented reality;Computer Science;2019
An architecture for edge computing over underutilized gateways: demo abstract.;613d06b81754bdb588d7cbf8a652648359f09197;10.1145/3356250.3361934;Nabeel Nasir,Bradford Campbell;SenSys ;Edge computing,Gateway (telecommunications),Smartphone,Laptop,Personal computer,Internet of things,Application programming interface,Network packet,Aggregate data;Computer Science;2019
ARMove: A smartphone augmented reality exergaming system for upper and lower extremities stroke rehabilitation: demo abstract.;353e52a638e19e1a5d15e5e0c82f4db65d72e2c2;10.1145/3356250.3361951;Gabriel Guo,Joshua Segal,Hanbin Zhang,Wenyao Xu;SenSys ;Smartphone,Augmented reality,Mobile computing,Gamification,Mechatronics,Scalability,Image sensor,Computer,Bilateral filter,Embedded system,Software deployment,Graphics;Computer Science;2019
BatteryLab, a distributed power monitoring platform for mobile devices: demo abstract.;4a4b16da8933c04607f016bcfd4c8f3cdc6683e8;10.1145/3356250.3361946;Matteo Varvello,Kleomenis Katevas,Wei Hang,Mihai Plesa,H. Haddadi,F. Bustamante,B. Livshits;SenSys ;Mobile device,Performance per watt,Mobile app,Testbed,Algorithm,Optical power meter,Planetary scanner,iOS,Hoc (programming language),Android;Computer Science;2019
BIGHand - A bilateral, integrated, and gamified handgrip stroke rehabilitation system for independent at-home exercise: demo abstract.;aaf2a2516092665760439bfc8d24602a2a3bb7d8;10.1145/3356250.3361949;Emery Comstock,Gabriel Guo,Wenyao Xu;SenSys ;Bilateral filter,Color gradient,Virtual world,Arduino,Gamification,Real-time transcription,Uno;Computer Science;2019
Detailed recording and emulation of spatio-temporal energy environments with shepherd: demo abstract.;0604583b844eb94ce3c7abb43d88839354b98684;10.1145/3356250.3361945;Kai Geissdoerfer,Mikolaj Chwalisz,Marco Zimmerling;SenSys ;Emulator,Testbed,Tracing (software),Ensemble forecasting,Modular design;Computer Science;2019
E-Eye: mmWave nonlinear response for hidden electronic device recognition: demo abstract.;39a00a6cbc3c744ba1f604dadb9c26570570a316;10.1145/3356250.3361932;Baicheng Chen,Zhengxiong Li,Zhuolin Yang,Changzhi Li,Feng Lin,Wenyao Xu;SenSys ;Nonlinear system,Threat (computer),Electronic component,Field research;Computer Science;2019
Edge-assisted collaborative image recognition for augmented reality: demo abstract.;c4d93e4ad109def7db0cdb9af4385f57cb08b9cb;10.1145/3356250.3361944;Jovan Stojkovic,Zida Liu,Guohao Lan,C. Joe-Wong,M. Gorlatova;SenSys ;;Computer Science;2019
Enabling battery-less wearable sensors via intra-body power transfer: demo abstract.;0fd9e528b6c817f9ad057ba2c08373de05851002;10.1145/3356250.3361959;Rishi Shukla,Neev Kiran,Rui Wang,Jeremy Gummeson,S. Lee;SenSys ;Sensor,Embedded system,Smartphone,Wearable computer,Smartwatch,Bluetooth,Wearable technology,Transmitter,Prototype,Real-time clock;Computer Science;2019
Privacy preserving pregnancy weight gain management: demo abstract.;858e9ff6e6955a29079359a20ce9637233907f1a;10.1145/3356250.3361941;Chetanya Puri,Koustabh Dolui,G. Kooijman,Felipe M. Masculo,Shannon Van Sambeek,S. D. Boer,Sam Michiels,H. Hallez,Stijn Luca,B. Vanrumste;SenSys ;Personally identifiable information,Centralized computing,Server (computing),Privacy;Computer Science;2019
Smartphone-based driver license testing: demo abstract.;8327b0ffb97f8b6818bdf947fbf52e8e9a2c6601;10.1145/3356250.3361936;Anurag Ghosh,Vijay Lingam,Ishit Mehta,A. Nambi,V. Padmanabhan,Satish Sangameswaran;SenSys ;Smartphone,Sensor,Software deployment;Computer Science;2019
Stardust: A deep learning serving system in IoT: demo abstract.;a6043b5dabd80638bb891d9464deab85fdd6400d;10.1145/3356250.3361962;Shuochao Yao,Tianshi Wang,Jinyang Li,T. Abdelzaher;SenSys ;Deep learning,Stardust,Artificial neural network,Internet of things,Artificial intelligence,Runtime system,Time complexity,Mobile device,Microphone,End-to-end principle,Computation,Mathematical optimization,Embedded system,Sensor,Kerrison Predictor,Software deployment;Computer Science;2019
Two-phase dissemination scheme for CoAP-based firmware-over-the-air update of wireless sensor networks: demo abstract.;b39f7d01d4e137df39588fb6142f1ea49ab43a50;10.1145/3356250.3361937;Huiung Park,Haeyong Kim,Seon-Tae Kim,P. Mah,Chaedeok Lim;SenSys ;Firmware,Constrained Application Protocol,Server (computing),Terrestrial television,Two-phase commit protocol,Over the Air;Computer Science;2019
"""Sensing"" the IoT network: Ethical capture of domestic IoT network traffic: poster abstract.";570c09683e0ad2df8019933c3f7a2a644859eb93;10.1145/3356250.3361953;Diana Andreea Popescu,Vadim Safronov,Poonam Yadav,Roman Kolcun,A. Mandalari,H. Haddadi,Derek McAuley,R. Mortier;SenSys ;Anomaly detection,Crowdsourcing,Network traffic control,Tracing (software),Network packet,General Data Protection Regulation;Computer Science;2019
A neural networks based caching scheme for mobile edge networks: poster abstract.;96b62f54928671488e8effbb31b7d27820ac7340;10.1145/3356250.3361961;Zhou Qin,Yikun Xian,Desheng Zhang;SenSys ;Cache (computing),Artificial neural network,Edge computing;Computer Science;2019
A swarm of crop spraying drones solution for optimising safe pesticide usage in arable lands: poster abstract.;36ccaf18b412724179fad77445974bad609d1c6b;10.1145/3356250.3361948;A. Amarasinghe,V. B. Wijesuriya,Dilshan Ganepola,L. Jayaratne;SenSys ;Swarm,Unmanned aerial vehicle,Whole Earth 'Lectronic Link;Computer Science;2019
Anomaly detection in surface mount technology process using multi-modal data: poster abstract.;848c677d6ecf3b9dd39bb766d9925d4565949b0d;10.1145/3356250.3361942;Mingyang Li,Hanling Wang,Yue Zhang,Shao-Lun Huang,Lin Zhang;SenSys ;Anomaly detection,Modal logic,Surface-mount technology,Printing,Sensor,Paste;Computer Science;2019
Caching scheme for internet of vehicles using parked vehicles: poster abstract.;b585adfef8ca719b45053913cbbfa703dedff282;10.1145/3356250.3361965;Taeyoung Kim,Seung-Seob Lee,C. Kim,Sukyoung Lee;SenSys ;Cache (computing),Software deployment,Internet;Computer Science;2019
Conflict detection for smart cities services: poster abstract.;4970d329d5eed1e11d03d168db3ceb46d116b8a5;10.1145/3356250.3361966;Shuxin Zhong,Desheng Zhang;SenSys ;Smart city,File synchronization,Computer multitasking;Computer Science;2019
Enhanced air quality inference with mobile sensing attention mechanism: poster abstract.;60077132dd722049ff4be8b8c2ef9179920ada56;10.1145/3356250.3361938;N. Liu,Yue Wang,Jiayi Huang,Rui Ma,Lin Zhang;SenSys ;Discretization,Gradient,Algorithm,Preprocessor,Sensor;Computer Science;2019
Fine-grained travel time sensing in heterogeneous mobile networks: poster abstract.;650d5e505b8a681c825da895b38898e70f3cad6c;10.1145/3356250.3361955;Zhihan Fang,Fan Zhang,Desheng Zhang;SenSys ;Real-time data,Multi-source,Modal logic,Global Positioning System,Smart card,Source data,Online and offline,Data modeling,Real-time locating system,Real-time clock,Real-time transcription,Real-time web;Computer Science;2019
Mobile golf swing tracking using deep learning with data fusion: poster abstract.;81c05d4d3bd1ba99e99ba04bbc32bf1d786e09d8;10.1145/3356250.3361968;Hong Jia,Yuezhong Wu,Jun Liu,Lina Yao,Wen Hu;SenSys ;Range imaging,Deep learning,Swing (Java),Point of interest,Numerical methods for ordinary differential equations,Artificial neural network;Computer Science;2019
Patient identification using a smart pill-bottle: poster abstract.;3e883363344256af61ea1e453a2c8e2c82f6d8b4;10.1145/3356250.3361933;Murtadha M. N. Aldeer,Joseph Florentine,Jakub Kolodziejski,Jorge Ortiz,R. Howard,Richard P. Martin;SenSys ;Support vector machine,Sensor,Statistical classification;Computer Science;2019
Privacy preserving speech analysis using emotion filtering at the edge: poster abstract.;3d05ea448bbb741a390cac54a0633455eb4db7eb;10.1145/3356250.3361947;Ranya Aloufi,H. Haddadi,David Boyle;SenSys ;Speech recognition,Privacy,Voice analysis,Raspberry Pi 3 Model B (latest version),Cloud computing;Computer Science;2019
Privacy-aware synthesis of sensing data based on learning model at metropolitan scale: poster abstract.;0c989eccf01137d7809d881c429d2d018a2b091d;10.1145/3356250.3361957;Fan Zhang,Desheng Zhang;SenSys ;Privacy,Generative model,Mobile phone,Semi-supervised learning,Supervised learning,Plug-in (computing),Semiconductor industry,Synthetic intelligence;Computer Science;2019
QoS in software defined IoT network using blockchain based smart contract: poster abstract.;49ecb0d7090e124ca697e6d52d15f033dee0d0fe;10.1145/3356250.3361954;Priyanka Kamboj,Sujata Pal;SenSys ;Smart contract,Bitcoin,Quality of service,Internet of things,Software-defined networking,Consensus (computer science),Encryption,Chandra–Toueg consensus algorithm,End-to-end principle;Computer Science;2019
Reducing synchronization error in wireless sensor nodes by using previous timing information as training data: poster abstract.;a7362a3e6c31d02b12e40aaf65ed2ec13d875f32;10.1145/3356250.3361967;F. Asgarian,K. Najafi;SenSys ;Bluetooth,Crystal oscillator;Computer Science;2019
Revealing insights for improvements in LoRaWAN in multiple applications scenarios: poster abstract.;dbdaf4de703320f7b23093d1ececff21a49c937c;10.1145/3356250.3361956;M. Farooq,T. Kunz;SenSys ;Data rate units,Network packet,Fastest,PHY (chip),Emoticon;Computer Science;2019
